date,sku,category,units_sold,unit_cost,is_promo_day,is_stockout_day
2022-07-26,JCE-APPLE-1L,Juices,158,1.1,False,False
2022-07-27,JCE-APPLE-1L,Juices,159,1.1,False,False
2022-07-28,JCE-APPLE-1L,Juices,178,1.1,False,False
2022-07-29,JCE-APPLE-1L,Juices,179,1.1,False,False
2022-07-30,JCE-APPLE-1L,Juices,173,1.1,False,False
2022-07-31,JCE-APPLE-1L,Juices,122,1.1,False,False
2022-08-01,JCE-APPLE-1L,Juices,154,1.1,False,False
2022-08-02,JCE-APPLE-1L,Juices,132,1.1,False,False
2022-08-03,JCE-APPLE-1L,Juices,171,1.1,False,False
2022-08-04,JCE-APPLE-1L,Juices,202,1.1,False,False
2022-08-05,JCE-APPLE-1L,Juices,181,1.1,False,False
2022-08-06,JCE-APPLE-1L,Juices,183,1.1,False,False
2022-08-07,JCE-APPLE-1L,Juices,146,1.1,False,False
2022-08-08,JCE-APPLE-1L,Juices,125,1.1,False,False
2022-08-09,JCE-APPLE-1L,Juices,152,1.1,False,False
2022-08-10,JCE-APPLE-1L,Juices,166,1.1,False,False
2022-08-11,JCE-APPLE-1L,Juices,166,1.1,False,False
2022-08-12,JCE-APPLE-1L,Juices,163,1.1,False,False
2022-08-13,JCE-APPLE-1L,Juices,213,1.1,False,False
2022-08-14,JCE-APPLE-1L,Juices,123,1.1,False,False
2022-08-15,JCE-APPLE-1L,Juices,163,1.1,False,False
2022-08-16,JCE-APPLE-1L,Juices,150,1.1,False,False
2022-08-17,JCE-APPLE-1L,Juices,164,1.1,False,False
2022-08-18,JCE-APPLE-1L,Juices,151,1.1,False,False
2022-08-19,JCE-APPLE-1L,Juices,191,1.1,False,False
2022-08-20,JCE-APPLE-1L,Juices,199,1.1,False,False
2022-08-21,JCE-APPLE-1L,Juices,161,1.1,False,False
2022-08-22,JCE-APPLE-1L,Juices,156,1.1,False,False
2022-08-23,JCE-APPLE-1L,Juices,167,1.1,False,False
2022-08-24,JCE-APPLE-1L,Juices,163,1.1,False,False
2022-08-25,JCE-APPLE-1L,Juices,208,1.1,False,False
2022-08-26,JCE-APPLE-1L,Juices,176,1.1,False,False
2022-08-27,JCE-APPLE-1L,Juices,172,1.1,False,False
2022-08-28,JCE-APPLE-1L,Juices,165,1.1,False,False
2022-08-29,JCE-APPLE-1L,Juices,163,1.1,False,False
2022-08-30,JCE-APPLE-1L,Juices,130,1.1,False,False
2022-08-31,JCE-APPLE-1L,Juices,172,1.1,False,False
2022-09-01,JCE-APPLE-1L,Juices,180,1.1,False,False
2022-09-02,JCE-APPLE-1L,Juices,220,1.1,False,False
2022-09-03,JCE-APPLE-1L,Juices,224,1.1,False,False
2022-09-04,JCE-APPLE-1L,Juices,142,1.1,False,False
2022-09-05,JCE-APPLE-1L,Juices,133,1.1,False,False
2022-09-06,JCE-APPLE-1L,Juices,109,1.1,False,False
2022-09-07,JCE-APPLE-1L,Juices,204,1.1,False,False
2022-09-08,JCE-APPLE-1L,Juices,192,1.1,False,False
2022-09-09,JCE-APPLE-1L,Juices,225,1.1,False,False
2022-09-10,JCE-APPLE-1L,Juices,210,1.1,False,False
2022-09-11,JCE-APPLE-1L,Juices,199,1.1,True,False
2022-09-12,JCE-APPLE-1L,Juices,149,1.1,False,False
2022-09-13,JCE-APPLE-1L,Juices,127,1.1,False,False
2022-09-14,JCE-APPLE-1L,Juices,173,1.1,False,False
2022-09-15,JCE-APPLE-1L,Juices,170,1.1,False,False
2022-09-16,JCE-APPLE-1L,Juices,185,1.1,False,False
2022-09-17,JCE-APPLE-1L,Juices,199,1.1,False,False
2022-09-18,JCE-APPLE-1L,Juices,132,1.1,False,False
2022-09-19,JCE-APPLE-1L,Juices,147,1.1,False,False
2022-09-20,JCE-APPLE-1L,Juices,136,1.1,False,False
2022-09-21,JCE-APPLE-1L,Juices,158,1.1,False,False
2022-09-22,JCE-APPLE-1L,Juices,198,1.1,False,False
2022-09-23,JCE-APPLE-1L,Juices,182,1.1,False,False
2022-09-24,JCE-APPLE-1L,Juices,191,1.1,False,False
2022-09-25,JCE-APPLE-1L,Juices,150,1.1,False,False
2022-09-26,JCE-APPLE-1L,Juices,137,1.1,False,False
2022-09-27,JCE-APPLE-1L,Juices,138,1.1,False,False
2022-09-28,JCE-APPLE-1L,Juices,162,1.1,False,False
2022-09-29,JCE-APPLE-1L,Juices,155,1.1,False,False
2022-09-30,JCE-APPLE-1L,Juices,244,1.1,False,False
2022-10-01,JCE-APPLE-1L,Juices,164,1.1,False,False
2022-10-02,JCE-APPLE-1L,Juices,93,1.1,False,False
2022-10-03,JCE-APPLE-1L,Juices,146,1.1,False,False
2022-10-04,JCE-APPLE-1L,Juices,139,1.1,False,False
2022-10-05,JCE-APPLE-1L,Juices,147,1.1,False,False
2022-10-06,JCE-APPLE-1L,Juices,139,1.1,False,False
2022-10-07,JCE-APPLE-1L,Juices,180,1.1,False,False
2022-10-08,JCE-APPLE-1L,Juices,189,1.1,False,False
2022-10-09,JCE-APPLE-1L,Juices,140,1.1,False,False
2022-10-10,JCE-APPLE-1L,Juices,115,1.1,False,False
2022-10-11,JCE-APPLE-1L,Juices,115,1.1,False,False
2022-10-12,JCE-APPLE-1L,Juices,132,1.1,False,False
2022-10-13,JCE-APPLE-1L,Juices,188,1.1,False,False
2022-10-14,JCE-APPLE-1L,Juices,210,1.1,False,False
2022-10-15,JCE-APPLE-1L,Juices,172,1.1,False,False
2022-10-16,JCE-APPLE-1L,Juices,118,1.1,False,False
2022-10-17,JCE-APPLE-1L,Juices,128,1.1,False,False
2022-10-18,JCE-APPLE-1L,Juices,137,1.1,False,False
2022-10-19,JCE-APPLE-1L,Juices,123,1.1,False,False
2022-10-20,JCE-APPLE-1L,Juices,168,1.1,False,False
2022-10-21,JCE-APPLE-1L,Juices,202,1.1,False,False
2022-10-22,JCE-APPLE-1L,Juices,189,1.1,False,False
2022-10-23,JCE-APPLE-1L,Juices,131,1.1,False,False
2022-10-24,JCE-APPLE-1L,Juices,168,1.1,False,False
2022-10-25,JCE-APPLE-1L,Juices,128,1.1,False,False
2022-10-26,JCE-APPLE-1L,Juices,138,1.1,False,False
2022-10-27,JCE-APPLE-1L,Juices,180,1.1,False,False
2022-10-28,JCE-APPLE-1L,Juices,158,1.1,False,False
2022-10-29,JCE-APPLE-1L,Juices,178,1.1,False,False
2022-10-30,JCE-APPLE-1L,Juices,156,1.1,False,False
2022-10-31,JCE-APPLE-1L,Juices,116,1.1,False,False
2022-11-01,JCE-APPLE-1L,Juices,143,1.1,False,False
2022-11-02,JCE-APPLE-1L,Juices,227,1.1,True,False
2022-11-03,JCE-APPLE-1L,Juices,166,1.1,False,False
2022-11-04,JCE-APPLE-1L,Juices,164,1.1,False,False
2022-11-05,JCE-APPLE-1L,Juices,183,1.1,False,False
2022-11-06,JCE-APPLE-1L,Juices,140,1.1,False,False
2022-11-07,JCE-APPLE-1L,Juices,160,1.1,False,False
2022-11-08,JCE-APPLE-1L,Juices,132,1.1,False,False
2022-11-09,JCE-APPLE-1L,Juices,134,1.1,False,False
2022-11-10,JCE-APPLE-1L,Juices,172,1.1,False,False
2022-11-11,JCE-APPLE-1L,Juices,180,1.1,False,False
2022-11-12,JCE-APPLE-1L,Juices,181,1.1,False,False
2022-11-13,JCE-APPLE-1L,Juices,154,1.1,False,False
2022-11-14,JCE-APPLE-1L,Juices,125,1.1,False,False
2022-11-15,JCE-APPLE-1L,Juices,133,1.1,False,False
2022-11-16,JCE-APPLE-1L,Juices,147,1.1,False,False
2022-11-17,JCE-APPLE-1L,Juices,143,1.1,False,False
2022-11-18,JCE-APPLE-1L,Juices,169,1.1,False,False
2022-11-19,JCE-APPLE-1L,Juices,143,1.1,False,False
2022-11-20,JCE-APPLE-1L,Juices,112,1.1,False,False
2022-11-21,JCE-APPLE-1L,Juices,136,1.1,False,False
2022-11-22,JCE-APPLE-1L,Juices,109,1.1,False,False
2022-11-23,JCE-APPLE-1L,Juices,168,1.1,False,False
2022-11-24,JCE-APPLE-1L,Juices,175,1.1,False,False
2022-11-25,JCE-APPLE-1L,Juices,196,1.1,False,False
2022-11-26,JCE-APPLE-1L,Juices,211,1.1,False,False
2022-11-27,JCE-APPLE-1L,Juices,141,1.1,False,False
2022-11-28,JCE-APPLE-1L,Juices,162,1.1,False,False
2022-11-29,JCE-APPLE-1L,Juices,132,1.1,False,False
2022-11-30,JCE-APPLE-1L,Juices,133,1.1,False,False
2022-12-01,JCE-APPLE-1L,Juices,153,1.1,False,False
2022-12-02,JCE-APPLE-1L,Juices,202,1.1,False,False
2022-12-03,JCE-APPLE-1L,Juices,225,1.1,False,False
2022-12-04,JCE-APPLE-1L,Juices,116,1.1,False,False
2022-12-05,JCE-APPLE-1L,Juices,122,1.1,False,False
2022-12-06,JCE-APPLE-1L,Juices,129,1.1,False,False
2022-12-07,JCE-APPLE-1L,Juices,178,1.1,False,False
2022-12-08,JCE-APPLE-1L,Juices,190,1.1,False,False
2022-12-09,JCE-APPLE-1L,Juices,145,1.1,False,False
2022-12-10,JCE-APPLE-1L,Juices,131,1.1,False,False
2022-12-11,JCE-APPLE-1L,Juices,204,1.1,True,False
2022-12-12,JCE-APPLE-1L,Juices,145,1.1,False,False
2022-12-13,JCE-APPLE-1L,Juices,123,1.1,False,False
2022-12-14,JCE-APPLE-1L,Juices,143,1.1,False,False
2022-12-15,JCE-APPLE-1L,Juices,188,1.1,False,False
2022-12-16,JCE-APPLE-1L,Juices,160,1.1,False,False
2022-12-17,JCE-APPLE-1L,Juices,180,1.1,False,False
2022-12-18,JCE-APPLE-1L,Juices,148,1.1,False,False
2022-12-19,JCE-APPLE-1L,Juices,142,1.1,False,False
2022-12-20,JCE-APPLE-1L,Juices,128,1.1,False,False
2022-12-21,JCE-APPLE-1L,Juices,119,1.1,False,False
2022-12-22,JCE-APPLE-1L,Juices,158,1.1,False,False
2022-12-23,JCE-APPLE-1L,Juices,164,1.1,False,False
2022-12-24,JCE-APPLE-1L,Juices,173,1.1,False,False
2022-12-25,JCE-APPLE-1L,Juices,113,1.1,False,False
2022-12-26,JCE-APPLE-1L,Juices,150,1.1,False,False
2022-12-27,JCE-APPLE-1L,Juices,139,1.1,False,False
2022-12-28,JCE-APPLE-1L,Juices,148,1.1,False,False
2022-12-29,JCE-APPLE-1L,Juices,188,1.1,False,False
2022-12-30,JCE-APPLE-1L,Juices,181,1.1,False,False
2022-12-31,JCE-APPLE-1L,Juices,336,1.1,True,False
2023-01-01,JCE-APPLE-1L,Juices,110,1.1,False,False
2023-01-02,JCE-APPLE-1L,Juices,142,1.1,False,False
2023-01-03,JCE-APPLE-1L,Juices,120,1.1,False,False
2023-01-04,JCE-APPLE-1L,Juices,137,1.1,False,False
2023-01-05,JCE-APPLE-1L,Juices,167,1.1,False,False
2023-01-06,JCE-APPLE-1L,Juices,169,1.1,False,False
2023-01-07,JCE-APPLE-1L,Juices,170,1.1,False,False
2023-01-08,JCE-APPLE-1L,Juices,141,1.1,False,False
2023-01-09,JCE-APPLE-1L,Juices,130,1.1,False,False
2023-01-10,JCE-APPLE-1L,Juices,0,1.1,False,True
2023-01-11,JCE-APPLE-1L,Juices,112,1.1,False,False
2023-01-12,JCE-APPLE-1L,Juices,137,1.1,False,False
2023-01-13,JCE-APPLE-1L,Juices,166,1.1,False,False
2023-01-14,JCE-APPLE-1L,Juices,162,1.1,False,False
2023-01-15,JCE-APPLE-1L,Juices,107,1.1,False,False
2023-01-16,JCE-APPLE-1L,Juices,121,1.1,False,False
2023-01-17,JCE-APPLE-1L,Juices,131,1.1,False,False
2023-01-18,JCE-APPLE-1L,Juices,131,1.1,False,False
2023-01-19,JCE-APPLE-1L,Juices,174,1.1,False,False
2023-01-20,JCE-APPLE-1L,Juices,194,1.1,False,False
2023-01-21,JCE-APPLE-1L,Juices,255,1.1,True,False
2023-01-22,JCE-APPLE-1L,Juices,157,1.1,False,False
2023-01-23,JCE-APPLE-1L,Juices,104,1.1,False,False
2023-01-24,JCE-APPLE-1L,Juices,110,1.1,False,False
2023-01-25,JCE-APPLE-1L,Juices,117,1.1,False,False
2023-01-26,JCE-APPLE-1L,Juices,151,1.1,False,False
2023-01-27,JCE-APPLE-1L,Juices,148,1.1,False,False
2023-01-28,JCE-APPLE-1L,Juices,171,1.1,False,False
2023-01-29,JCE-APPLE-1L,Juices,132,1.1,False,False
2023-01-30,JCE-APPLE-1L,Juices,234,1.1,True,False
2023-01-31,JCE-APPLE-1L,Juices,127,1.1,False,False
2023-02-01,JCE-APPLE-1L,Juices,139,1.1,False,False
2023-02-02,JCE-APPLE-1L,Juices,140,1.1,False,False
2023-02-03,JCE-APPLE-1L,Juices,169,1.1,False,False
2023-02-04,JCE-APPLE-1L,Juices,135,1.1,False,False
2023-02-05,JCE-APPLE-1L,Juices,110,1.1,False,False
2023-02-06,JCE-APPLE-1L,Juices,143,1.1,False,False
2023-02-07,JCE-APPLE-1L,Juices,108,1.1,False,False
2023-02-08,JCE-APPLE-1L,Juices,134,1.1,False,False
2023-02-09,JCE-APPLE-1L,Juices,143,1.1,False,False
2023-02-10,JCE-APPLE-1L,Juices,173,1.1,False,False
2023-02-11,JCE-APPLE-1L,Juices,167,1.1,False,False
2023-02-12,JCE-APPLE-1L,Juices,113,1.1,False,False
2023-02-13,JCE-APPLE-1L,Juices,102,1.1,False,False
2023-02-14,JCE-APPLE-1L,Juices,135,1.1,False,False
2023-02-15,JCE-APPLE-1L,Juices,168,1.1,False,False
2023-02-16,JCE-APPLE-1L,Juices,120,1.1,False,False
2023-02-17,JCE-APPLE-1L,Juices,142,1.1,False,False
2023-02-18,JCE-APPLE-1L,Juices,169,1.1,False,False
2023-02-19,JCE-APPLE-1L,Juices,115,1.1,False,False
2023-02-20,JCE-APPLE-1L,Juices,133,1.1,False,False
2023-02-21,JCE-APPLE-1L,Juices,123,1.1,False,False
2023-02-22,JCE-APPLE-1L,Juices,156,1.1,False,False
2023-02-23,JCE-APPLE-1L,Juices,147,1.1,False,False
2023-02-24,JCE-APPLE-1L,Juices,167,1.1,False,False
2023-02-25,JCE-APPLE-1L,Juices,172,1.1,False,False
2023-02-26,JCE-APPLE-1L,Juices,111,1.1,False,False
2023-02-27,JCE-APPLE-1L,Juices,135,1.1,False,False
2023-02-28,JCE-APPLE-1L,Juices,155,1.1,False,False
2023-03-01,JCE-APPLE-1L,Juices,121,1.1,False,False
2023-03-02,JCE-APPLE-1L,Juices,169,1.1,False,False
2023-03-03,JCE-APPLE-1L,Juices,161,1.1,False,False
2023-03-04,JCE-APPLE-1L,Juices,169,1.1,False,False
2023-03-05,JCE-APPLE-1L,Juices,131,1.1,False,False
2023-03-06,JCE-APPLE-1L,Juices,147,1.1,False,False
2023-03-07,JCE-APPLE-1L,Juices,111,1.1,False,False
2023-03-08,JCE-APPLE-1L,Juices,148,1.1,False,False
2023-03-09,JCE-APPLE-1L,Juices,155,1.1,False,False
2023-03-10,JCE-APPLE-1L,Juices,176,1.1,False,False
2023-03-11,JCE-APPLE-1L,Juices,195,1.1,False,False
2023-03-12,JCE-APPLE-1L,Juices,139,1.1,False,False
2023-03-13,JCE-APPLE-1L,Juices,120,1.1,False,False
2023-03-14,JCE-APPLE-1L,Juices,149,1.1,False,False
2023-03-15,JCE-APPLE-1L,Juices,167,1.1,False,False
2023-03-16,JCE-APPLE-1L,Juices,204,1.1,False,False
2023-03-17,JCE-APPLE-1L,Juices,199,1.1,False,False
2023-03-18,JCE-APPLE-1L,Juices,154,1.1,False,False
2023-03-19,JCE-APPLE-1L,Juices,137,1.1,False,False
2023-03-20,JCE-APPLE-1L,Juices,116,1.1,False,False
2023-03-21,JCE-APPLE-1L,Juices,124,1.1,False,False
2023-03-22,JCE-APPLE-1L,Juices,170,1.1,False,False
2023-03-23,JCE-APPLE-1L,Juices,176,1.1,False,False
2023-03-24,JCE-APPLE-1L,Juices,170,1.1,False,False
2023-03-25,JCE-APPLE-1L,Juices,160,1.1,False,False
2023-03-26,JCE-APPLE-1L,Juices,144,1.1,False,False
2023-03-27,JCE-APPLE-1L,Juices,143,1.1,False,False
2023-03-28,JCE-APPLE-1L,Juices,196,1.1,True,False
2023-03-29,JCE-APPLE-1L,Juices,119,1.1,False,False
2023-03-30,JCE-APPLE-1L,Juices,154,1.1,False,False
2023-03-31,JCE-APPLE-1L,Juices,217,1.1,False,False
2023-04-01,JCE-APPLE-1L,Juices,185,1.1,False,False
2023-04-02,JCE-APPLE-1L,Juices,132,1.1,False,False
2023-04-03,JCE-APPLE-1L,Juices,172,1.1,False,False
2023-04-04,JCE-APPLE-1L,Juices,128,1.1,False,False
2023-04-05,JCE-APPLE-1L,Juices,159,1.1,False,False
2023-04-06,JCE-APPLE-1L,Juices,157,1.1,False,False
2023-04-07,JCE-APPLE-1L,Juices,187,1.1,False,False
2023-04-08,JCE-APPLE-1L,Juices,187,1.1,False,False
2023-04-09,JCE-APPLE-1L,Juices,122,1.1,False,False
2023-04-10,JCE-APPLE-1L,Juices,118,1.1,False,False
2023-04-11,JCE-APPLE-1L,Juices,138,1.1,False,False
2023-04-12,JCE-APPLE-1L,Juices,154,1.1,False,False
2023-04-13,JCE-APPLE-1L,Juices,183,1.1,False,False
2023-04-14,JCE-APPLE-1L,Juices,203,1.1,False,False
2023-04-15,JCE-APPLE-1L,Juices,218,1.1,False,False
2023-04-16,JCE-APPLE-1L,Juices,146,1.1,False,False
2023-04-17,JCE-APPLE-1L,Juices,151,1.1,False,False
2023-04-18,JCE-APPLE-1L,Juices,123,1.1,False,False
2023-04-19,JCE-APPLE-1L,Juices,164,1.1,False,False
2023-04-20,JCE-APPLE-1L,Juices,155,1.1,False,False
2023-04-21,JCE-APPLE-1L,Juices,188,1.1,False,False
2023-04-22,JCE-APPLE-1L,Juices,204,1.1,False,False
2023-04-23,JCE-APPLE-1L,Juices,115,1.1,False,False
2023-04-24,JCE-APPLE-1L,Juices,146,1.1,False,False
2023-04-25,JCE-APPLE-1L,Juices,146,1.1,False,False
2023-04-26,JCE-APPLE-1L,Juices,158,1.1,False,False
2023-04-27,JCE-APPLE-1L,Juices,159,1.1,False,False
2023-04-28,JCE-APPLE-1L,Juices,180,1.1,False,False
2023-04-29,JCE-APPLE-1L,Juices,190,1.1,False,False
2023-04-30,JCE-APPLE-1L,Juices,163,1.1,False,False
2023-05-01,JCE-APPLE-1L,Juices,157,1.1,False,False
2023-05-02,JCE-APPLE-1L,Juices,192,1.1,False,False
2023-05-03,JCE-APPLE-1L,Juices,153,1.1,False,False
2023-05-04,JCE-APPLE-1L,Juices,265,1.1,False,False
2023-05-05,JCE-APPLE-1L,Juices,221,1.1,False,False
2023-05-06,JCE-APPLE-1L,Juices,248,1.1,False,False
2023-05-07,JCE-APPLE-1L,Juices,159,1.1,False,False
2023-05-08,JCE-APPLE-1L,Juices,144,1.1,False,False
2023-05-09,JCE-APPLE-1L,Juices,177,1.1,False,False
2023-05-10,JCE-APPLE-1L,Juices,194,1.1,False,False
2023-05-11,JCE-APPLE-1L,Juices,168,1.1,False,False
2023-05-12,JCE-APPLE-1L,Juices,231,1.1,False,False
2023-05-13,JCE-APPLE-1L,Juices,228,1.1,False,False
2023-05-14,JCE-APPLE-1L,Juices,145,1.1,False,False
2023-05-15,JCE-APPLE-1L,Juices,174,1.1,False,False
2023-05-16,JCE-APPLE-1L,Juices,159,1.1,False,False
2023-05-17,JCE-APPLE-1L,Juices,177,1.1,False,False
2023-05-18,JCE-APPLE-1L,Juices,140,1.1,False,False
2023-05-19,JCE-APPLE-1L,Juices,182,1.1,False,False
2023-05-20,JCE-APPLE-1L,Juices,185,1.1,False,False
2023-05-21,JCE-APPLE-1L,Juices,135,1.1,False,False
2023-05-22,JCE-APPLE-1L,Juices,162,1.1,False,False
2023-05-23,JCE-APPLE-1L,Juices,136,1.1,False,False
2023-05-24,JCE-APPLE-1L,Juices,174,1.1,False,False
2023-05-25,JCE-APPLE-1L,Juices,188,1.1,False,False
2023-05-26,JCE-APPLE-1L,Juices,233,1.1,False,False
2023-05-27,JCE-APPLE-1L,Juices,227,1.1,False,False
2023-05-28,JCE-APPLE-1L,Juices,205,1.1,True,False
2023-05-29,JCE-APPLE-1L,Juices,179,1.1,False,False
2023-05-30,JCE-APPLE-1L,Juices,191,1.1,False,False
2023-05-31,JCE-APPLE-1L,Juices,173,1.1,False,False
2023-06-01,JCE-APPLE-1L,Juices,0,1.1,False,True
2023-06-02,JCE-APPLE-1L,Juices,202,1.1,False,False
2023-06-03,JCE-APPLE-1L,Juices,233,1.1,False,False
2023-06-04,JCE-APPLE-1L,Juices,137,1.1,False,False
2023-06-05,JCE-APPLE-1L,Juices,153,1.1,False,False
2023-06-06,JCE-APPLE-1L,Juices,160,1.1,False,False
2023-06-07,JCE-APPLE-1L,Juices,224,1.1,False,False
2023-06-08,JCE-APPLE-1L,Juices,217,1.1,False,False
2023-06-09,JCE-APPLE-1L,Juices,218,1.1,False,False
2023-06-10,JCE-APPLE-1L,Juices,206,1.1,False,False
2023-06-11,JCE-APPLE-1L,Juices,145,1.1,False,False
2023-06-12,JCE-APPLE-1L,Juices,146,1.1,False,False
2023-06-13,JCE-APPLE-1L,Juices,162,1.1,False,False
2023-06-14,JCE-APPLE-1L,Juices,170,1.1,False,False
2023-06-15,JCE-APPLE-1L,Juices,204,1.1,False,False
2023-06-16,JCE-APPLE-1L,Juices,209,1.1,False,False
2023-06-17,JCE-APPLE-1L,Juices,234,1.1,False,False
2023-06-18,JCE-APPLE-1L,Juices,141,1.1,False,False
2023-06-19,JCE-APPLE-1L,Juices,134,1.1,False,False
2023-06-20,JCE-APPLE-1L,Juices,189,1.1,False,False
2023-06-21,JCE-APPLE-1L,Juices,181,1.1,False,False
2023-06-22,JCE-APPLE-1L,Juices,233,1.1,False,False
2023-06-23,JCE-APPLE-1L,Juices,196,1.1,False,False
2023-06-24,JCE-APPLE-1L,Juices,219,1.1,False,False
2023-06-25,JCE-APPLE-1L,Juices,156,1.1,False,False
2023-06-26,JCE-APPLE-1L,Juices,177,1.1,False,False
2023-06-27,JCE-APPLE-1L,Juices,167,1.1,False,False
2023-06-28,JCE-APPLE-1L,Juices,206,1.1,False,False
2023-06-29,JCE-APPLE-1L,Juices,190,1.1,False,False
2023-06-30,JCE-APPLE-1L,Juices,226,1.1,False,False
2023-07-01,JCE-APPLE-1L,Juices,215,1.1,False,False
2023-07-02,JCE-APPLE-1L,Juices,149,1.1,False,False
2023-07-03,JCE-APPLE-1L,Juices,150,1.1,False,False
2023-07-04,JCE-APPLE-1L,Juices,142,1.1,False,False
2023-07-05,JCE-APPLE-1L,Juices,176,1.1,False,False
2023-07-06,JCE-APPLE-1L,Juices,171,1.1,False,False
2023-07-07,JCE-APPLE-1L,Juices,245,1.1,False,False
2023-07-08,JCE-APPLE-1L,Juices,168,1.1,False,False
2023-07-09,JCE-APPLE-1L,Juices,148,1.1,False,False
2023-07-10,JCE-APPLE-1L,Juices,185,1.1,False,False
2023-07-11,JCE-APPLE-1L,Juices,132,1.1,False,False
2023-07-12,JCE-APPLE-1L,Juices,189,1.1,False,False
2023-07-13,JCE-APPLE-1L,Juices,235,1.1,False,False
2023-07-14,JCE-APPLE-1L,Juices,0,1.1,False,True
2023-07-15,JCE-APPLE-1L,Juices,198,1.1,False,False
2023-07-16,JCE-APPLE-1L,Juices,164,1.1,False,False
2023-07-17,JCE-APPLE-1L,Juices,208,1.1,False,False
2023-07-18,JCE-APPLE-1L,Juices,161,1.1,False,False
2023-07-19,JCE-APPLE-1L,Juices,194,1.1,False,False
2023-07-20,JCE-APPLE-1L,Juices,221,1.1,False,False
2023-07-21,JCE-APPLE-1L,Juices,258,1.1,False,False
2023-07-22,JCE-APPLE-1L,Juices,255,1.1,False,False
2023-07-23,JCE-APPLE-1L,Juices,153,1.1,False,False
2023-07-24,JCE-APPLE-1L,Juices,154,1.1,False,False
2023-07-25,JCE-APPLE-1L,Juices,156,1.1,False,False
2023-07-26,JCE-APPLE-1L,Juices,244,1.1,False,False
2023-07-27,JCE-APPLE-1L,Juices,181,1.1,False,False
2023-07-28,JCE-APPLE-1L,Juices,235,1.1,False,False
2023-07-29,JCE-APPLE-1L,Juices,241,1.1,False,False
2023-07-30,JCE-APPLE-1L,Juices,180,1.1,False,False
2023-07-31,JCE-APPLE-1L,Juices,148,1.1,False,False
2023-08-01,JCE-APPLE-1L,Juices,162,1.1,False,False
2023-08-02,JCE-APPLE-1L,Juices,163,1.1,False,False
2023-08-03,JCE-APPLE-1L,Juices,226,1.1,False,False
2023-08-04,JCE-APPLE-1L,Juices,266,1.1,False,False
2023-08-05,JCE-APPLE-1L,Juices,209,1.1,False,False
2023-08-06,JCE-APPLE-1L,Juices,148,1.1,False,False
2023-08-07,JCE-APPLE-1L,Juices,168,1.1,False,False
2023-08-08,JCE-APPLE-1L,Juices,314,1.1,True,False
2023-08-09,JCE-APPLE-1L,Juices,170,1.1,False,False
2023-08-10,JCE-APPLE-1L,Juices,296,1.1,True,False
2023-08-11,JCE-APPLE-1L,Juices,216,1.1,False,False
2023-08-12,JCE-APPLE-1L,Juices,195,1.1,False,False
2023-08-13,JCE-APPLE-1L,Juices,158,1.1,False,False
2023-08-14,JCE-APPLE-1L,Juices,158,1.1,False,False
2023-08-15,JCE-APPLE-1L,Juices,152,1.1,False,False
2023-08-16,JCE-APPLE-1L,Juices,189,1.1,False,False
2023-08-17,JCE-APPLE-1L,Juices,212,1.1,False,False
2023-08-18,JCE-APPLE-1L,Juices,256,1.1,False,False
2023-08-19,JCE-APPLE-1L,Juices,213,1.1,False,False
2023-08-20,JCE-APPLE-1L,Juices,144,1.1,False,False
2023-08-21,JCE-APPLE-1L,Juices,174,1.1,False,False
2023-08-22,JCE-APPLE-1L,Juices,156,1.1,False,False
2023-08-23,JCE-APPLE-1L,Juices,141,1.1,False,False
2023-08-24,JCE-APPLE-1L,Juices,215,1.1,False,False
2023-08-25,JCE-APPLE-1L,Juices,236,1.1,False,False
2023-08-26,JCE-APPLE-1L,Juices,263,1.1,False,False
2023-08-27,JCE-APPLE-1L,Juices,170,1.1,False,False
2023-08-28,JCE-APPLE-1L,Juices,128,1.1,False,False
2023-08-29,JCE-APPLE-1L,Juices,130,1.1,False,False
2023-08-30,JCE-APPLE-1L,Juices,189,1.1,False,False
2023-08-31,JCE-APPLE-1L,Juices,192,1.1,False,False
2023-09-01,JCE-APPLE-1L,Juices,210,1.1,False,False
2023-09-02,JCE-APPLE-1L,Juices,230,1.1,False,False
2023-09-03,JCE-APPLE-1L,Juices,156,1.1,False,False
2023-09-04,JCE-APPLE-1L,Juices,157,1.1,False,False
2023-09-05,JCE-APPLE-1L,Juices,152,1.1,False,False
2023-09-06,JCE-APPLE-1L,Juices,149,1.1,False,False
2023-09-07,JCE-APPLE-1L,Juices,184,1.1,False,False
2023-09-08,JCE-APPLE-1L,Juices,213,1.1,False,False
2023-09-09,JCE-APPLE-1L,Juices,231,1.1,False,False
2023-09-10,JCE-APPLE-1L,Juices,148,1.1,False,False
2023-09-11,JCE-APPLE-1L,Juices,169,1.1,False,False
2023-09-12,JCE-APPLE-1L,Juices,169,1.1,False,False
2023-09-13,JCE-APPLE-1L,Juices,139,1.1,False,False
2023-09-14,JCE-APPLE-1L,Juices,184,1.1,False,False
2023-09-15,JCE-APPLE-1L,Juices,183,1.1,False,False
2023-09-16,JCE-APPLE-1L,Juices,207,1.1,False,False
2023-09-17,JCE-APPLE-1L,Juices,152,1.1,False,False
2023-09-18,JCE-APPLE-1L,Juices,146,1.1,False,False
2023-09-19,JCE-APPLE-1L,Juices,171,1.1,False,False
2023-09-20,JCE-APPLE-1L,Juices,166,1.1,False,False
2023-09-21,JCE-APPLE-1L,Juices,170,1.1,False,False
