InvoiceNo,CustomerID,InvoiceDate,StockCode,Description,Quantity,UnitPrice,Country,Archetype
504394,10233,2023-11-28,SKU-1004,Desk Lamp,1,24.0,Netherlands,Loyal
504394,10233,2023-11-28,SKU-1004,Desk Lamp,1,24.0,Netherlands,Loyal
504395,10233,2024-01-12,SKU-1009,Photo Frame,4,10.0,Netherlands,Loyal
504396,10233,2024-03-11,SKU-1010,Cushion Cover,1,15.5,Netherlands,Loyal
504396,10233,2024-03-11,SKU-1008,Water Bottle,1,14.0,Netherlands,Loyal
504396,10233,2024-03-11,SKU-1006,Candle Trio,1,18.0,Netherlands,Loyal
504397,10233,2024-03-12,SKU-1008,Water Bottle,2,14.0,Netherlands,Loyal
504397,10233,2024-03-12,SKU-1010,Cushion Cover,2,15.5,Netherlands,Loyal
504397,10233,2024-03-12,SKU-1009,Photo Frame,3,10.0,Netherlands,Loyal
504398,10233,2024-06-23,SKU-1010,Cushion Cover,1,15.5,Netherlands,Loyal
504398,10233,2024-06-23,SKU-1004,Desk Lamp,1,24.0,Netherlands,Loyal
504399,10233,2024-09-06,SKU-1004,Desk Lamp,3,24.0,Netherlands,Loyal
504400,10233,2024-09-14,SKU-1009,Photo Frame,2,10.0,Netherlands,Loyal
504400,10233,2024-09-14,SKU-1002,Tote Bag,3,9.0,Netherlands,Loyal
504401,10233,2024-09-21,SKU-1001,Ceramic Mug,4,6.5,Netherlands,Loyal
504402,10233,2024-10-08,SKU-1006,Candle Trio,2,18.0,Netherlands,Loyal
504402,10233,2024-10-08,SKU-1008,Water Bottle,2,14.0,Netherlands,Loyal
504403,10233,2024-11-27,SKU-1009,Photo Frame,3,10.0,Netherlands,Loyal
504404,10234,2023-02-04,SKU-1006,Candle Trio,1,18.0,France,Loyal
504404,10234,2023-02-04,SKU-1001,Ceramic Mug,3,6.5,France,Loyal
504405,10234,2024-02-24,SKU-1004,Desk Lamp,1,24.0,France,Loyal
504405,10234,2024-02-24,SKU-1002,Tote Bag,2,9.0,France,Loyal
504405,10234,2024-02-24,SKU-1005,Throw Blanket,1,32.0,France,Loyal
504406,10234,2024-05-02,SKU-1007,Wireless Mouse,1,21.5,France,Loyal
504406,10234,2024-05-02,SKU-1007,Wireless Mouse,1,21.5,France,Loyal
504407,10234,2024-05-08,SKU-1009,Photo Frame,2,10.0,France,Loyal
504407,10234,2024-05-08,SKU-1002,Tote Bag,3,9.0,France,Loyal
504407,10234,2024-05-08,SKU-1003,Notebook Set,2,12.5,France,Loyal
504408,10234,2024-06-29,SKU-1007,Wireless Mouse,2,21.5,France,Loyal
504409,10234,2024-10-11,SKU-1002,Tote Bag,2,9.0,France,Loyal
504409,10234,2024-10-11,SKU-1002,Tote Bag,2,9.0,France,Loyal
504409,10234,2024-10-11,SKU-1010,Cushion Cover,1,15.5,France,Loyal
504410,10234,2024-12-24,SKU-1010,Cushion Cover,1,15.5,France,Loyal
504410,10234,2024-12-24,SKU-1001,Ceramic Mug,2,6.5,France,Loyal
504410,10234,2024-12-24,SKU-1005,Throw Blanket,1,32.0,France,Loyal
504411,10235,2023-01-26,SKU-1002,Tote Bag,3,9.0,Ireland,Loyal
504411,10235,2023-01-26,SKU-1003,Notebook Set,2,12.5,Ireland,Loyal
504412,10235,2023-08-06,SKU-1005,Throw Blanket,1,32.0,Ireland,Loyal
504412,10235,2023-08-06,SKU-1008,Water Bottle,2,14.0,Ireland,Loyal
504412,10235,2023-08-06,SKU-1003,Notebook Set,2,12.5,Ireland,Loyal
504413,10235,2023-10-31,SKU-1003,Notebook Set,7,12.5,Ireland,Loyal
504414,10235,2023-11-16,SKU-1003,Notebook Set,2,12.5,Ireland,Loyal
504414,10235,2023-11-16,SKU-1004,Desk Lamp,1,24.0,Ireland,Loyal
504415,10235,2024-01-16,SKU-1002,Tote Bag,3,9.0,Ireland,Loyal
504415,10235,2024-01-16,SKU-1010,Cushion Cover,1,15.5,Ireland,Loyal
504415,10235,2024-01-16,SKU-1001,Ceramic Mug,3,6.5,Ireland,Loyal
504416,10235,2024-01-26,SKU-1007,Wireless Mouse,4,21.5,Ireland,Loyal
504417,10235,2024-11-13,SKU-1003,Notebook Set,1,12.5,Ireland,Loyal
504417,10235,2024-11-13,SKU-1003,Notebook Set,1,12.5,Ireland,Loyal
504417,10235,2024-11-13,SKU-1010,Cushion Cover,1,15.5,Ireland,Loyal
504418,10235,2024-11-18,SKU-1004,Desk Lamp,1,24.0,Ireland,Loyal
504418,10235,2024-11-18,SKU-1002,Tote Bag,2,9.0,Ireland,Loyal
504418,10235,2024-11-18,SKU-1002,Tote Bag,2,9.0,Ireland,Loyal
504419,10235,2024-11-28,SKU-1002,Tote Bag,5,9.0,Ireland,Loyal
504420,10236,2023-01-07,SKU-1005,Throw Blanket,2,32.0,France,Loyal
504421,10236,2023-04-07,SKU-1004,Desk Lamp,3,24.0,France,Loyal
504422,10236,2023-04-22,SKU-1007,Wireless Mouse,2,21.5,France,Loyal
504422,10236,2023-04-22,SKU-1009,Photo Frame,4,10.0,France,Loyal
504423,10236,2023-07-07,SKU-1002,Tote Bag,3,9.0,France,Loyal
504424,10236,2024-04-30,SKU-1010,Cushion Cover,2,15.5,France,Loyal
504424,10236,2024-04-30,SKU-1007,Wireless Mouse,1,21.5,France,Loyal
504425,10236,2024-07-05,SKU-1005,Throw Blanket,1,32.0,France,Loyal
504425,10236,2024-07-05,SKU-1004,Desk Lamp,1,24.0,France,Loyal
504426,10236,2024-08-17,SKU-1004,Desk Lamp,3,24.0,France,Loyal
504427,10236,2024-09-01,SKU-1004,Desk Lamp,2,24.0,France,Loyal
504428,10236,2024-09-01,SKU-1003,Notebook Set,7,12.5,France,Loyal
504429,10236,2024-10-04,SKU-1006,Candle Trio,5,18.0,France,Loyal
504430,10236,2024-10-05,SKU-1004,Desk Lamp,1,24.0,France,Loyal
504430,10236,2024-10-05,SKU-1006,Candle Trio,1,18.0,France,Loyal
504430,10236,2024-10-05,SKU-1002,Tote Bag,2,9.0,France,Loyal
504431,10236,2024-12-14,SKU-1005,Throw Blanket,1,32.0,France,Loyal
504432,10237,2023-02-16,SKU-1009,Photo Frame,1,10.0,Spain,Loyal
504432,10237,2023-02-16,SKU-1006,Candle Trio,1,18.0,Spain,Loyal
504432,10237,2023-02-16,SKU-1006,Candle Trio,1,18.0,Spain,Loyal
504433,10237,2023-02-19,SKU-1004,Desk Lamp,1,24.0,Spain,Loyal
504434,10237,2023-04-16,SKU-1008,Water Bottle,2,14.0,Spain,Loyal
504434,10237,2023-04-16,SKU-1010,Cushion Cover,2,15.5,Spain,Loyal
504434,10237,2023-04-16,SKU-1007,Wireless Mouse,1,21.5,Spain,Loyal
504435,10237,2023-05-07,SKU-1010,Cushion Cover,5,15.5,Spain,Loyal
504436,10237,2024-01-29,SKU-1002,Tote Bag,7,9.0,Spain,Loyal
504437,10237,2024-04-12,SKU-1006,Candle Trio,1,18.0,Spain,Loyal
504437,10237,2024-04-12,SKU-1006,Candle Trio,1,18.0,Spain,Loyal
504438,10237,2024-04-19,SKU-1007,Wireless Mouse,4,21.5,Spain,Loyal
504439,10237,2024-06-18,SKU-1004,Desk Lamp,1,24.0,Spain,Loyal
504439,10237,2024-06-18,SKU-1007,Wireless Mouse,1,21.5,Spain,Loyal
504439,10237,2024-06-18,SKU-1003,Notebook Set,2,12.5,Spain,Loyal
504440,10237,2024-06-29,SKU-1008,Water Bottle,6,14.0,Spain,Loyal
504441,10237,2024-12-13,SKU-1006,Candle Trio,2,18.0,Spain,Loyal
504441,10237,2024-12-13,SKU-1005,Throw Blanket,1,32.0,Spain,Loyal
504442,10238,2023-03-24,SKU-1009,Photo Frame,3,10.0,United Kingdom,Loyal
504442,10238,2023-03-24,SKU-1009,Photo Frame,3,10.0,United Kingdom,Loyal
504443,10238,2023-03-26,SKU-1003,Notebook Set,2,12.5,United Kingdom,Loyal
504443,10238,2023-03-26,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Loyal
504444,10238,2023-06-11,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Loyal
504444,10238,2023-06-11,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Loyal
504445,10238,2023-08-24,SKU-1006,Candle Trio,2,18.0,United Kingdom,Loyal
504445,10238,2023-08-24,SKU-1008,Water Bottle,3,14.0,United Kingdom,Loyal
504446,10238,2023-10-08,SKU-1010,Cushion Cover,2,15.5,United Kingdom,Loyal
504447,10238,2023-10-20,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Loyal
504447,10238,2023-10-20,SKU-1009,Photo Frame,2,10.0,United Kingdom,Loyal
504448,10238,2024-04-11,SKU-1004,Desk Lamp,2,24.0,United Kingdom,Loyal
504448,10238,2024-04-11,SKU-1001,Ceramic Mug,6,6.5,United Kingdom,Loyal
504449,10238,2024-09-22,SKU-1007,Wireless Mouse,2,21.5,United Kingdom,Loyal
504449,10238,2024-09-22,SKU-1006,Candle Trio,2,18.0,United Kingdom,Loyal
504450,10238,2024-10-02,SKU-1001,Ceramic Mug,4,6.5,United Kingdom,Loyal
504450,10238,2024-10-02,SKU-1006,Candle Trio,1,18.0,United Kingdom,Loyal
504451,10238,2024-10-26,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Loyal
504451,10238,2024-10-26,SKU-1006,Candle Trio,1,18.0,United Kingdom,Loyal
504451,10238,2024-10-26,SKU-1010,Cushion Cover,2,15.5,United Kingdom,Loyal
504452,10238,2024-11-13,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Loyal
504452,10238,2024-11-13,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Loyal
504453,10239,2023-01-20,SKU-1007,Wireless Mouse,2,21.5,United Kingdom,Loyal
504453,10239,2023-01-20,SKU-1008,Water Bottle,3,14.0,United Kingdom,Loyal
504454,10239,2023-04-09,SKU-1002,Tote Bag,4,9.0,United Kingdom,Loyal
504454,10239,2023-04-09,SKU-1007,Wireless Mouse,2,21.5,United Kingdom,Loyal
504455,10239,2023-05-16,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Loyal
504455,10239,2023-05-16,SKU-1008,Water Bottle,1,14.0,United Kingdom,Loyal
504456,10239,2023-06-28,SKU-1009,Photo Frame,3,10.0,United Kingdom,Loyal
504457,10239,2023-12-03,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Loyal
504458,10239,2023-12-06,SKU-1006,Candle Trio,2,18.0,United Kingdom,Loyal
504459,10239,2023-12-11,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Loyal
504459,10239,2023-12-11,SKU-1002,Tote Bag,3,9.0,United Kingdom,Loyal
504460,10239,2023-12-11,SKU-1008,Water Bottle,2,14.0,United Kingdom,Loyal
504460,10239,2023-12-11,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Loyal
504460,10239,2023-12-11,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Loyal
504461,10239,2023-12-13,SKU-1008,Water Bottle,2,14.0,United Kingdom,Loyal
504461,10239,2023-12-13,SKU-1001,Ceramic Mug,5,6.5,United Kingdom,Loyal
504462,10239,2024-03-29,SKU-1002,Tote Bag,8,9.0,United Kingdom,Loyal
504463,10239,2024-05-07,SKU-1009,Photo Frame,2,10.0,United Kingdom,Loyal
504463,10239,2024-05-07,SKU-1003,Notebook Set,2,12.5,United Kingdom,Loyal
504464,10239,2024-05-28,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Loyal
504464,10239,2024-05-28,SKU-1004,Desk Lamp,2,24.0,United Kingdom,Loyal
504465,10239,2024-09-30,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Loyal
504465,10239,2024-09-30,SKU-1010,Cushion Cover,2,15.5,United Kingdom,Loyal
504465,10239,2024-09-30,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Loyal
504466,10239,2024-12-09,SKU-1001,Ceramic Mug,5,6.5,United Kingdom,Loyal
504466,10239,2024-12-09,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Loyal
504467,10240,2023-05-26,SKU-1010,Cushion Cover,1,15.5,United Kingdom,Loyal
504467,10240,2023-05-26,SKU-1003,Notebook Set,2,12.5,United Kingdom,Loyal
504467,10240,2023-05-26,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Loyal
504468,10240,2023-09-06,SKU-1001,Ceramic Mug,13,6.5,United Kingdom,Loyal
504469,10240,2024-02-13,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Loyal
504469,10240,2024-02-13,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Loyal
504469,10240,2024-02-13,SKU-1009,Photo Frame,2,10.0,United Kingdom,Loyal
504470,10240,2024-02-18,SKU-1001,Ceramic Mug,6,6.5,United Kingdom,Loyal
504471,10240,2024-06-30,SKU-1008,Water Bottle,1,14.0,United Kingdom,Loyal
504471,10240,2024-06-30,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Loyal
504471,10240,2024-06-30,SKU-1008,Water Bottle,1,14.0,United Kingdom,Loyal
504472,10240,2024-08-02,SKU-1008,Water Bottle,1,14.0,United Kingdom,Loyal
504472,10240,2024-08-02,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Loyal
504472,10240,2024-08-02,SKU-1002,Tote Bag,2,9.0,United Kingdom,Loyal
504473,10240,2024-12-22,SKU-1009,Photo Frame,5,10.0,United Kingdom,Loyal
504474,10241,2023-01-27,SKU-1003,Notebook Set,4,12.5,Ireland,Loyal
504475,10241,2023-06-03,SKU-1008,Water Bottle,5,14.0,Ireland,Loyal
504476,10241,2023-06-24,SKU-1008,Water Bottle,3,14.0,Ireland,Loyal
504477,10241,2023-07-30,SKU-1005,Throw Blanket,1,32.0,Ireland,Loyal
504477,10241,2023-07-30,SKU-1010,Cushion Cover,1,15.5,Ireland,Loyal
504477,10241,2023-07-30,SKU-1009,Photo Frame,1,10.0,Ireland,Loyal
504478,10241,2023-09-17,SKU-1003,Notebook Set,5,12.5,Ireland,Loyal
504479,10241,2023-10-30,SKU-1007,Wireless Mouse,4,21.5,Ireland,Loyal
504480,10241,2024-01-17,SKU-1009,Photo Frame,2,10.0,Ireland,Loyal
504480,10241,2024-01-17,SKU-1003,Notebook Set,2,12.5,Ireland,Loyal
504480,10241,2024-01-17,SKU-1007,Wireless Mouse,1,21.5,Ireland,Loyal
504481,10241,2024-01-24,SKU-1002,Tote Bag,3,9.0,Ireland,Loyal
504481,10241,2024-01-24,SKU-1003,Notebook Set,3,12.5,Ireland,Loyal
504482,10241,2024-03-03,SKU-1010,Cushion Cover,4,15.5,Ireland,Loyal
504483,10241,2024-03-14,SKU-1003,Notebook Set,3,12.5,Ireland,Loyal
504484,10241,2024-04-25,SKU-1009,Photo Frame,3,10.0,Ireland,Loyal
504484,10241,2024-04-25,SKU-1003,Notebook Set,2,12.5,Ireland,Loyal
504484,10241,2024-04-25,SKU-1001,Ceramic Mug,4,6.5,Ireland,Loyal
504485,10241,2024-08-01,SKU-1007,Wireless Mouse,1,21.5,Ireland,Loyal
504485,10241,2024-08-01,SKU-1002,Tote Bag,2,9.0,Ireland,Loyal
504486,10241,2024-09-03,SKU-1002,Tote Bag,3,9.0,Ireland,Loyal
504486,10241,2024-09-03,SKU-1002,Tote Bag,3,9.0,Ireland,Loyal
504486,10241,2024-09-03,SKU-1004,Desk Lamp,1,24.0,Ireland,Loyal
504487,10241,2024-12-18,SKU-1008,Water Bottle,2,14.0,Ireland,Loyal
504487,10241,2024-12-18,SKU-1009,Photo Frame,3,10.0,Ireland,Loyal
504488,10242,2023-01-28,SKU-1002,Tote Bag,1,9.0,Germany,Loyal
504488,10242,2023-01-28,SKU-1007,Wireless Mouse,1,21.5,Germany,Loyal
504489,10242,2023-02-22,SKU-1006,Candle Trio,2,18.0,Germany,Loyal
504490,10242,2023-03-29,SKU-1005,Throw Blanket,1,32.0,Germany,Loyal
504490,10242,2023-03-29,SKU-1004,Desk Lamp,1,24.0,Germany,Loyal
504490,10242,2023-03-29,SKU-1009,Photo Frame,1,10.0,Germany,Loyal
504491,10242,2023-04-05,SKU-1009,Photo Frame,4,10.0,Germany,Loyal
504491,10242,2023-04-05,SKU-1007,Wireless Mouse,2,21.5,Germany,Loyal
504492,10242,2023-07-25,SKU-1006,Candle Trio,1,18.0,Germany,Loyal
504492,10242,2023-07-25,SKU-1009,Photo Frame,2,10.0,Germany,Loyal
504492,10242,2023-07-25,SKU-1009,Photo Frame,2,10.0,Germany,Loyal
504493,10242,2023-10-09,SKU-1009,Photo Frame,3,10.0,Germany,Loyal
504494,10242,2023-11-01,SKU-1006,Candle Trio,1,18.0,Germany,Loyal
504494,10242,2023-11-01,SKU-1005,Throw Blanket,1,32.0,Germany,Loyal
504494,10242,2023-11-01,SKU-1006,Candle Trio,1,18.0,Germany,Loyal
504495,10242,2023-12-16,SKU-1002,Tote Bag,10,9.0,Germany,Loyal
504496,10242,2023-12-25,SKU-1005,Throw Blanket,1,32.0,Germany,Loyal
504497,10242,2024-02-16,SKU-1008,Water Bottle,2,14.0,Germany,Loyal
504497,10242,2024-02-16,SKU-1009,Photo Frame,2,10.0,Germany,Loyal
504497,10242,2024-02-16,SKU-1005,Throw Blanket,1,32.0,Germany,Loyal
504498,10242,2024-03-30,SKU-1009,Photo Frame,3,10.0,Germany,Loyal
504498,10242,2024-03-30,SKU-1004,Desk Lamp,1,24.0,Germany,Loyal
504498,10242,2024-03-30,SKU-1007,Wireless Mouse,1,21.5,Germany,Loyal
504499,10242,2024-08-22,SKU-1010,Cushion Cover,4,15.5,Germany,Loyal
504500,10242,2024-11-16,SKU-1007,Wireless Mouse,1,21.5,Germany,Loyal
504500,10242,2024-11-16,SKU-1006,Candle Trio,1,18.0,Germany,Loyal
504501,10242,2024-11-30,SKU-1006,Candle Trio,2,18.0,Germany,Loyal
504501,10242,2024-11-30,SKU-1006,Candle Trio,2,18.0,Germany,Loyal
504502,10243,2023-05-08,SKU-1002,Tote Bag,1,9.0,United Kingdom,Loyal
504502,10243,2023-05-08,SKU-1003,Notebook Set,1,12.5,United Kingdom,Loyal
504502,10243,2023-05-08,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Loyal
504503,10243,2023-05-27,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Loyal
504503,10243,2023-05-27,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Loyal
504503,10243,2023-05-27,SKU-1008,Water Bottle,1,14.0,United Kingdom,Loyal
504504,10243,2023-07-05,SKU-1001,Ceramic Mug,5,6.5,United Kingdom,Loyal
504504,10243,2023-07-05,SKU-1009,Photo Frame,3,10.0,United Kingdom,Loyal
504504,10243,2023-07-05,SKU-1002,Tote Bag,3,9.0,United Kingdom,Loyal
504505,10243,2024-03-05,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Loyal
504505,10243,2024-03-05,SKU-1001,Ceramic Mug,5,6.5,United Kingdom,Loyal
504506,10243,2024-03-12,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Loyal
504507,10243,2024-04-12,SKU-1006,Candle Trio,1,18.0,United Kingdom,Loyal
504507,10243,2024-04-12,SKU-1006,Candle Trio,1,18.0,United Kingdom,Loyal
504507,10243,2024-04-12,SKU-1001,Ceramic Mug,2,6.5,United Kingdom,Loyal
504508,10243,2024-05-28,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Loyal
504508,10243,2024-05-28,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Loyal
504509,10243,2024-07-15,SKU-1009,Photo Frame,7,10.0,United Kingdom,Loyal
504510,10243,2024-11-05,SKU-1001,Ceramic Mug,5,6.5,United Kingdom,Loyal
504510,10243,2024-11-05,SKU-1010,Cushion Cover,2,15.5,United Kingdom,Loyal
504511,10244,2023-01-01,SKU-1007,Wireless Mouse,3,21.5,United Kingdom,Loyal
504512,10244,2023-03-05,SKU-1001,Ceramic Mug,2,6.5,United Kingdom,Loyal
504512,10244,2023-03-05,SKU-1001,Ceramic Mug,2,6.5,United Kingdom,Loyal
504513,10244,2023-05-21,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Loyal
504513,10244,2023-05-21,SKU-1009,Photo Frame,1,10.0,United Kingdom,Loyal
504513,10244,2023-05-21,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Loyal
504514,10244,2023-09-30,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Loyal
504514,10244,2023-09-30,SKU-1008,Water Bottle,2,14.0,United Kingdom,Loyal
504515,10244,2023-10-14,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Loyal
504515,10244,2023-10-14,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Loyal
504515,10244,2023-10-14,SKU-1001,Ceramic Mug,5,6.5,United Kingdom,Loyal
504516,10244,2023-11-04,SKU-1004,Desk Lamp,3,24.0,United Kingdom,Loyal
504517,10244,2024-10-04,SKU-1001,Ceramic Mug,11,6.5,United Kingdom,Loyal
504518,10244,2024-12-03,SKU-1002,Tote Bag,1,9.0,United Kingdom,Loyal
504518,10244,2024-12-03,SKU-1002,Tote Bag,1,9.0,United Kingdom,Loyal
504519,10245,2023-07-13,SKU-1010,Cushion Cover,1,15.5,United Kingdom,Loyal
504519,10245,2023-07-13,SKU-1009,Photo Frame,2,10.0,United Kingdom,Loyal
504520,10245,2023-09-14,SKU-1003,Notebook Set,4,12.5,United Kingdom,Loyal
504521,10245,2023-09-24,SKU-1003,Notebook Set,3,12.5,United Kingdom,Loyal
504521,10245,2023-09-24,SKU-1003,Notebook Set,3,12.5,United Kingdom,Loyal
504522,10245,2023-09-27,SKU-1001,Ceramic Mug,3,6.5,United Kingdom,Loyal
504522,10245,2023-09-27,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Loyal
504522,10245,2023-09-27,SKU-1009,Photo Frame,2,10.0,United Kingdom,Loyal
504523,10245,2023-12-09,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Loyal
504523,10245,2023-12-09,SKU-1003,Notebook Set,2,12.5,United Kingdom,Loyal
504524,10245,2024-03-28,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Loyal
504525,10245,2024-05-22,SKU-1001,Ceramic Mug,3,6.5,United Kingdom,Loyal
504525,10245,2024-05-22,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Loyal
504525,10245,2024-05-22,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Loyal
504526,10245,2024-09-02,SKU-1008,Water Bottle,2,14.0,United Kingdom,Loyal
504526,10245,2024-09-02,SKU-1002,Tote Bag,3,9.0,United Kingdom,Loyal
504526,10245,2024-09-02,SKU-1002,Tote Bag,3,9.0,United Kingdom,Loyal
504527,10245,2024-09-23,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Loyal
504527,10245,2024-09-23,SKU-1009,Photo Frame,2,10.0,United Kingdom,Loyal
504528,10245,2024-12-15,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Loyal
504528,10245,2024-12-15,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Loyal
504529,10246,2023-06-12,SKU-1002,Tote Bag,1,9.0,Netherlands,Loyal
504529,10246,2023-06-12,SKU-1009,Photo Frame,1,10.0,Netherlands,Loyal
504529,10246,2023-06-12,SKU-1008,Water Bottle,1,14.0,Netherlands,Loyal
504530,10246,2023-06-14,SKU-1002,Tote Bag,3,9.0,Netherlands,Loyal
504531,10246,2023-08-19,SKU-1007,Wireless Mouse,1,21.5,Netherlands,Loyal
504531,10246,2023-08-19,SKU-1002,Tote Bag,3,9.0,Netherlands,Loyal
504531,10246,2023-08-19,SKU-1002,Tote Bag,3,9.0,Netherlands,Loyal
504532,10246,2023-09-17,SKU-1010,Cushion Cover,1,15.5,Netherlands,Loyal
504532,10246,2023-09-17,SKU-1010,Cushion Cover,1,15.5,Netherlands,Loyal
504532,10246,2023-09-17,SKU-1010,Cushion Cover,1,15.5,Netherlands,Loyal
504533,10246,2024-01-28,SKU-1005,Throw Blanket,1,32.0,Netherlands,Loyal
504533,10246,2024-01-28,SKU-1010,Cushion Cover,2,15.5,Netherlands,Loyal
504534,10246,2024-03-24,SKU-1006,Candle Trio,1,18.0,Netherlands,Loyal
504534,10246,2024-03-24,SKU-1003,Notebook Set,1,12.5,Netherlands,Loyal
504534,10246,2024-03-24,SKU-1002,Tote Bag,2,9.0,Netherlands,Loyal
504535,10246,2024-04-20,SKU-1006,Candle Trio,1,18.0,Netherlands,Loyal
504535,10246,2024-04-20,SKU-1004,Desk Lamp,1,24.0,Netherlands,Loyal
504536,10246,2024-11-29,SKU-1007,Wireless Mouse,1,21.5,Netherlands,Loyal
504536,10246,2024-11-29,SKU-1001,Ceramic Mug,3,6.5,Netherlands,Loyal
504536,10246,2024-11-29,SKU-1007,Wireless Mouse,1,21.5,Netherlands,Loyal
504537,10247,2023-02-15,SKU-1002,Tote Bag,3,9.0,Ireland,Loyal
504537,10247,2023-02-15,SKU-1007,Wireless Mouse,1,21.5,Ireland,Loyal
504538,10247,2023-04-12,SKU-1009,Photo Frame,3,10.0,Ireland,Loyal
504538,10247,2023-04-12,SKU-1007,Wireless Mouse,1,21.5,Ireland,Loyal
504539,10247,2023-06-08,SKU-1006,Candle Trio,1,18.0,Ireland,Loyal
504539,10247,2023-06-08,SKU-1004,Desk Lamp,1,24.0,Ireland,Loyal
504539,10247,2023-06-08,SKU-1001,Ceramic Mug,4,6.5,Ireland,Loyal
504540,10247,2023-07-05,SKU-1007,Wireless Mouse,1,21.5,Ireland,Loyal
504540,10247,2023-07-05,SKU-1009,Photo Frame,3,10.0,Ireland,Loyal
504541,10247,2023-11-10,SKU-1002,Tote Bag,2,9.0,Ireland,Loyal
504541,10247,2023-11-10,SKU-1003,Notebook Set,1,12.5,Ireland,Loyal
504542,10247,2023-12-18,SKU-1008,Water Bottle,5,14.0,Ireland,Loyal
504543,10247,2024-10-17,SKU-1008,Water Bottle,1,14.0,Ireland,Loyal
504543,10247,2024-10-17,SKU-1009,Photo Frame,1,10.0,Ireland,Loyal
504543,10247,2024-10-17,SKU-1005,Throw Blanket,1,32.0,Ireland,Loyal
504544,10247,2024-12-07,SKU-1008,Water Bottle,2,14.0,Ireland,Loyal
504544,10247,2024-12-07,SKU-1005,Throw Blanket,1,32.0,Ireland,Loyal
504544,10247,2024-12-07,SKU-1001,Ceramic Mug,3,6.5,Ireland,Loyal
504545,10248,2023-01-27,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Loyal
504545,10248,2023-01-27,SKU-1008,Water Bottle,2,14.0,United Kingdom,Loyal
504546,10248,2023-06-26,SKU-1010,Cushion Cover,2,15.5,United Kingdom,Loyal
504546,10248,2023-06-26,SKU-1004,Desk Lamp,2,24.0,United Kingdom,Loyal
504547,10248,2023-10-12,SKU-1010,Cushion Cover,1,15.5,United Kingdom,Loyal
504547,10248,2023-10-12,SKU-1010,Cushion Cover,1,15.5,United Kingdom,Loyal
504547,10248,2023-10-12,SKU-1009,Photo Frame,1,10.0,United Kingdom,Loyal
504548,10248,2023-11-18,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Loyal
504548,10248,2023-11-18,SKU-1008,Water Bottle,2,14.0,United Kingdom,Loyal
504548,10248,2023-11-18,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Loyal
504549,10248,2023-12-07,SKU-1010,Cushion Cover,2,15.5,United Kingdom,Loyal
504549,10248,2023-12-07,SKU-1002,Tote Bag,3,9.0,United Kingdom,Loyal
504549,10248,2023-12-07,SKU-1009,Photo Frame,3,10.0,United Kingdom,Loyal
504550,10248,2024-01-30,SKU-1009,Photo Frame,6,10.0,United Kingdom,Loyal
504551,10248,2024-01-30,SKU-1003,Notebook Set,2,12.5,United Kingdom,Loyal
504551,10248,2024-01-30,SKU-1006,Candle Trio,1,18.0,United Kingdom,Loyal
